2-25-2013	0	0	166956	90	0	0	1244840	1244840
4-22-2013	0	0	166764	9	0	0	1244840	1244840
4-22-2013	0	0	166764	13	0	0	1244840	1244840
4-22-2013	2	0	0	0	0	0	1244968	1244968
4-22-2013	0	0	166764	8	0	0	1244840	1244840
4-24-2013	0	0	166764	7	0	0	1244840	1244840
4-31-2013	0	0	166860	17	0	0	1244840	1244840
5-7-2013	0	0	166860	33	0	0	1244840	1244840
5-7-2013	0	0	166892	13	0	0	1244840	1244840
5-7-2013	0	0	166924	5	0	0	1244840	1244840
5-7-2013	0	0	166924	9	0	0	1244840	1244840
5-7-2013	2	0	0	0	0	0	1244968	1244968
5-7-2013	0	0	166828	11	0	0	1244840	1244840
5-11-2013	0	0	166828	12	0	0	1244840	1244840
5-11-2013	0	0	0	0	0	0	1244840	1244840
5-11-2013	0	0	166828	23	0	0	1244840	1244840
5-14-2013	2	0	0	0	0	0	1244968	1244968
5-14-2013	0	0	167340	11	0	0	1244840	1244840
5-14-2013	0	0	167468	31	0	0	1244840	1244840
5-14-2013	0	0	167468	9	0	0	1244840	1244840
5-14-2013	0	0	167468	2	0	0	1244840	1244840
5-14-2013	0	0	167468	9	0	0	1244840	1244840
5-14-2013	0	0	167468	7	0	0	1244840	1244840
5-19-2013	0	0	167468	25	0	0	1244840	1244840
5-21-2013	0	0	167468	3	0	0	1244840	1244840
5-25-2013	2	0	0	0	0	0	1244968	1244968
5-26-2013	1	0	167468	7	1	0	1244832	1244832
5-26-2013	2	0	167468	7	1	0	1244968	1244968
5-26-2013	1	0	167468	3	1	0	1244832	1244832
5-26-2013	2	0	167468	3	1	0	1244968	1244968
5-26-2013	1	0	167468	7	1	0	1244832	1244832
5-26-2013	2	0	167468	7	1	0	1244968	1244968
5-26-2013	1	0	167468	3	1	0	1244832	1244832
5-26-2013	2	0	167468	0	0	0	1244968	1244968
5-26-2013	1	0	167468	35	1	0	1244832	1244832
5-26-2013	2	0	167468	0	0	0	1244968	1244968
5-26-2013	0	0	167468	36	0	0	1244840	1244840
5-27-2013	1	0	167468	8	1	0	1244832	1244832
5-27-2013	2	0	167468	8	1	0	1244968	1244968
5-27-2013	1	0	167468	18	1	0	1244832	1244832
5-27-2013	0	0	167468	2	0	0	1244840	1244840
6-1-2013	0	0	167468	11	0	0	1244840	1244840
6-1-2013	2	0	0	0	0	0	1244968	1244968
6-1-2013	1	0	167468	37	0	0	1244832	1244832
6-1-2013	1	0	167468	35	0	0	1244832	1244832
6-1-2013	1	0	167468	23	0	0	1244832	1244832
6-1-2013	0	0	167468	2	0	0	1244840	1244840
6-1-2013	0	0	167468	28	0	0	1244840	1244840
6-2-2013	0	0	167500	14	0	0	1244840	1244840
6-2-2013	0	0	167436	1	0	0	1244840	1244840
6-2-2013	0	0	167500	1	0	0	1244840	1244840
6-2-2013	2	0	0	0	0	0	1244968	1244968
6-2-2013	0	0	167500	1	0	0	1244840	1244840
6-2-2013	0	0	165932	1	0	0	1244840	1244840
6-2-2013	0	0	167500	2	0	0	1244840	1244840
6-2-2013	0	0	167500	6	0	0	1244840	1244840
6-3-2013	0	0	167308	52	0	0	1244840	1244840
6-3-2013	0	0	167308	3	0	0	1244840	1244840
6-3-2013	0	0	167308	4	0	0	1244840	1244840
6-3-2013	0	0	167308	12	0	0	1244840	1244840
6-3-2013	0	0	167308	5	0	0	1244840	1244840
6-3-2013	0	0	167308	0	0	0	1244840	1244840
6-3-2013	0	0	167308	2	0	0	1244840	1244840
6-3-2013	0	0	167244	0	0	0	1244840	1244840
6-3-2013	0	0	167244	4	0	0	1244840	1244840
6-3-2013	0	0	167244	0	0	0	1244840	1244840
6-3-2013	0	0	167244	8	0	0	1244840	1244840
6-3-2013	0	0	167276	1	0	0	1244840	1244840
6-3-2013	0	0	167404	1	0	0	1244840	1244840
6-3-2013	0	0	167404	0	0	0	1244840	1244840
