6-3-2013	0	0	167404	0	0	0	1244840	1244840
6-8-2013	0	0	167404	2	0	0	1244840	1244840
7-21-2013	0	0	167596	5	0	0	1244840	1244840
7-21-2013	0	0	167596	6	0	0	1244840	1244840
7-21-2013	0	0	167596	102	0	0	1244840	1244840
7-21-2013	0	0	167596	6	0	0	1244840	1244840
7-21-2013	0	0	167596	2	0	0	1244840	1244840
7-21-2013	1	0	167596	25	0	0	1244832	1244832
7-21-2013	2	0	167596	5	0	0	1244968	1244968
7-21-2013	1	0	167596	19	1	0	1244832	1244832
7-21-2013	2	0	167596	19	1	0	1244968	1244968
7-21-2013	0	0	167596	8	0	0	1244840	1244840
7-21-2013	0	0	167612	23	0	0	1244840	1244840
7-23-2013	1	0	167612	20	1	0	1244832	1244832
7-23-2013	2	0	167612	0	0	0	1244968	1244968
7-23-2013	0	0	167612	58	0	0	1244840	1244840
7-27-2013	0	0	167804	5	0	0	1244840	1244840
7-27-2013	0	0	167804	1	0	0	1244840	1244840
9-7-2013	2	0	0	0	0	0	1244968	1244968
9-7-2013	2	0	0	0	0	0	1244968	1244968
9-7-2013	2	0	0	0	0	0	1244968	1244968
9-7-2013	0	0	166924	163	0	0	1244840	1244840
9-7-2013	2	0	0	0	0	0	1244968	1244968
9-7-2013	1	0	166924	30	0	0	1244832	1244832
9-7-2013	2	0	166924	6	0	0	1244968	1244968
9-7-2013	1	0	166924	4	1	0	1244832	1244832
9-7-2013	1	0	166924	236	0	0	1244832	1244832
9-7-2013	1	0	166924	53	0	0	1244832	1244832
9-7-2013	2	0	166924	2	0	0	1244968	1244968
9-7-2013	1	0	166924	2	1	0	1244832	1244832
9-7-2013	1	0	166924	44	0	0	1244832	1244832
9-7-2013	2	0	166924	0	0	0	1244968	1244968
9-7-2013	1	0	166924	42	0	0	1244832	1244832
9-7-2013	1	0	166924	2	1	0	1244832	1244832
9-7-2013	1	0	166924	35	0	0	1244832	1244832
9-7-2013	1	0	166924	19	0	0	1244832	1244832
9-7-2013	1	0	166924	19	0	0	1244832	1244832
9-7-2013	1	0	166924	97	0	0	1244832	1244832
9-7-2013	2	0	166924	1	0	0	1244968	1244968
9-7-2013	1	0	166924	19	1	0	1244832	1244832
9-7-2013	1	0	166924	35	1	0	1244832	1244832
9-7-2013	2	0	166924	35	1	0	1244968	1244968
9-7-2013	1	0	166924	19	0	0	1244832	1244832
9-7-2013	1	0	166924	39	0	0	1244832	1244832
9-7-2013	2	0	166924	0	0	0	1244968	1244968
9-7-2013	1	0	166924	19	1	0	1244832	1244832
9-7-2013	2	0	166924	0	0	0	1244968	1244968
9-7-2013	1	0	166924	19	1	0	1244832	1244832
9-7-2013	2	0	166924	19	1	0	1244968	1244968
9-7-2013	0	0	166924	39	0	0	1244840	1244840
9-7-2013	0	0	166924	140	0	0	1244840	1244840
9-7-2013	0	0	166924	150	0	0	1244840	1244840
9-7-2013	1	0	166924	203	1	0	1244832	1244832
9-7-2013	2	0	166924	0	0	0	1244968	1244968
9-8-2013	0	0	166924	233	0	0	1244840	1244840
9-8-2013	0	0	165196	160	0	0	1244840	1244840
9-8-2013	0	0	165260	59	0	0	1244840	1244840
9-8-2013	1	0	165260	67	0	0	1244832	1244832
9-8-2013	1	0	165260	18	1	0	1244832	1244832
9-8-2013	2	0	165260	18	1	0	1244968	1244968
9-8-2013	0	0	165260	49	0	0	1244840	1244840
9-9-2013	1	0	165364	472	1	0	1244832	1244832
9-9-2013	0	0	165364	258	0	0	1244840	1244840
9-9-2013	0	0	165364	100	0	0	1244840	1244840
9-10-2013	0	0	165260	278	0	0	1244840	1244840
9-10-2013	1	0	165388	19	0	0	1244832	1244832
9-10-2013	1	0	165388	89	0	0	1244832	1244832
9-10-2013	1	0	165388	340	1	0	1244832	1244832
9-10-2013	1	0	165388	19	0	0	1244832	1244832
9-10-2013	2	0	165388	0	0	0	1244968	1244968
9-10-2013	1	0	165388	29	0	0	1244832	1244832
9-10-2013	1	0	165388	33	0	0	1244832	1244832
9-10-2013	1	0	165388	35	0	0	1244832	1244832
9-10-2013	2	0	165388	0	0	0	1244968	1244968
9-10-2013	1	0	165388	19	0	0	1244832	1244832
9-10-2013	1	0	165388	69	0	0	1244832	1244832
9-10-2013	2	0	165388	69	0	0	1244968	1244968
9-11-2013	1	0	165388	18	1	0	1244832	1244832
9-11-2013	2	0	165388	18	1	0	1244968	1244968
9-11-2013	1	0	165388	187	0	0	1244832	1244832
9-11-2013	1	0	165388	202	0	0	1244832	1244832
9-11-2013	0	0	165388	7	0	0	1244840	1244840
9-11-2013	0	0	165388	8	0	0	1244840	1244840
9-11-2013	0	0	165356	13	0	0	1244840	1244840
9-11-2013	0	0	165356	22	0	0	1244840	1244840
9-17-2013	0	0	165356	17	0	0	1244840	1244840
9-17-2013	0	0	165356	14	0	0	1244840	1244840
9-17-2013	0	0	165260	11	0	0	1244840	1244840
9-18-2013	0	0	165436	122	0	0	1244840	1244840
9-21-2013	0	0	165436	75	0	0	1244840	1244840
9-21-2013	1	1	165436	30	0	0	1244832	1244832
9-21-2013	1	1	165436	19	1	0	1244832	1244832
9-21-2013	2	1	165436	1	0	0	1244968	1244968
9-21-2013	2	1	165436	6	0	0	1244968	1244968
9-21-2013	1	1	165436	31	1	0	1244832	1244832
9-21-2013	2	1	165436	1	0	0	1244968	1244968
9-21-2013	2	1	165436	4	0	0	1244968	1244968
9-21-2013	2	1	165436	3	0	0	1244968	1244968
9-21-2013	1	1	165436	0	1	0	1244832	1244832
9-21-2013	1	1	165436	53	1	0	1244832	1244832
9-21-2013	1	1	165436	58	0	0	1244832	1244832
9-21-2013	1	1	165436	19	0	0	1244832	1244832
9-21-2013	1	1	165436	17	1	0	1244832	1244832
9-21-2013	1	1	165436	18	1	0	1244832	1244832
9-21-2013	1	1	165436	21	1	0	1244832	1244832
9-21-2013	2	1	165436	1	0	0	1244968	1244968
9-21-2013	0	0	165436	129	0	0	1244840	1244840
9-21-2013	0	0	165436	164	0	0	1244840	1244840
